iter,HV
0,0.963270742209654
1,0.9654977681534977
2,0.9682484400274167
3,0.9682643114418708
4,0.9695228253472027
5,0.9695550637031023
6,0.9713057782930145
7,0.9713529239434776
8,0.972348347951565
9,0.9740592355028834
10,0.9748344723093247
11,0.9758275871855493
12,0.975828974511584
13,0.9762324754566724
14,0.9764031203850957
15,0.9769973972601713
16,0.9770417612818239
17,0.9770425105345139
18,0.9772217183620032
19,0.9782917802106224
20,0.9790969702274587
21,0.9794009617621023
22,0.9794825620650919
23,0.9795299855443012
24,0.9799931403761943
25,0.9801112745516839
26,0.9801116350384927
27,0.9806788856450872
28,0.9807795678757754
29,0.9807803419106788
30,0.9807822256357863
31,0.980858092228827
32,0.9822141852318532
33,0.9822611651909456
34,0.9822631090153754
35,0.9822646933355001
36,0.9822651437070395
37,0.982707169769112
38,0.9828649916432985
39,0.9831149141247109
40,0.9831153592035762
41,0.9831155366451766
42,0.9834255018131512
43,0.9834577488208077
44,0.9834578967830159
45,0.9834581841974537
46,0.9834583070046093
47,0.983458456604013
48,0.9834585794723142
49,0.9834589079382396
50,0.9837139633486737
51,0.9837140358097265
52,0.9837142743421646
53,0.9837146979916634
54,0.9837148269536995
55,0.9840133439318708
56,0.9840134569048022
57,0.9840136282744998
58,0.9840137116830106
59,0.9840138657876519
60,0.9840139667889385
61,0.9840141272955805
62,0.9840143101737944
63,0.9840619514404061
64,0.9840638239806871
65,0.9841311303238888
66,0.984131165481966
67,0.9841327871432425
68,0.9841506163657041
69,0.9841535971100979
70,0.9841536406610849
71,0.9841563480155429
72,0.9841564746983544
73,0.9841564970210165
74,0.9841591810879445
75,0.9841593146142167
76,0.9841601302160836
77,0.9841602585100643
78,0.9841603063052908
79,0.9841604024972187
80,0.9841604823137962
81,0.9841615609372253
82,0.9841821474631909
83,0.9841821992542269
84,0.9846742139233973
85,0.9846742352073408
86,0.9846766705515483
87,0.9846767365605014
88,0.9846767979741414
89,0.9846768330106065
90,0.9846768807382311
91,0.9846768901407329
92,0.9846770921030423
93,0.9849453666476954
94,0.9849453817416839
95,0.9849454080851666
96,0.9849454809248809
97,0.9853166921685951
98,0.9853167023362608
99,0.9853167066772709
100,0.9853167483476375
101,0.985593644006448
102,0.9855938026636367
103,0.985593816654769
104,0.9855939060579499
105,0.9855940432474884
106,0.9855940603961895
107,0.9855940728891079
108,0.9855941444168674
109,0.98559417185676
110,0.9856349214782151
111,0.9856349706510751
112,0.9856349810414355
113,0.985635029291736
114,0.985635070151306
115,0.9856351182189921
116,0.9856351215519706
117,0.9856351393569521
118,0.9856351426647443
119,0.985635193578679
120,0.9856352006597661
121,0.9856359002770644
122,0.9856359195073989
123,0.9856359251255823
124,0.9856359310991574
125,0.9856359609118863
126,0.9856359784355135
127,0.9856359822241524
128,0.9856359972366857
129,0.9856383329221109
130,0.985638363128855
131,0.9856383757966248
132,0.9856384258268637
133,0.9856384303988845
134,0.9857020156061006
135,0.9857020292576701
136,0.9857020590123564
137,0.9857020919219555
138,0.9857021165667812
139,0.9857021340554063
140,0.9857021516172041
141,0.9857021950872638
142,0.9857022063972033
143,0.9857022118291554
144,0.9857022413413985
145,0.9857022457855623
146,0.9857022665113376
147,0.9857022725294344
148,0.9857022872919756
149,0.9857022904985507
150,0.9857022930140799
151,0.9857026027412729
152,0.9857026380520365
153,0.9857026407615104
154,0.985702651616584
155,0.9857026818462701
156,0.9857027008742313
157,0.9857027145633028
158,0.9857027390127248
159,0.985702762607331
160,0.9857027669240463
161,0.9857027697790334
162,0.9857027779753924
163,0.9857642276532375
164,0.9857642393630066
165,0.9857642561481839
166,0.9857642644423822
167,0.9857642784205332
168,0.9857643987483764
169,0.9857644006879946
170,0.9857646606796897
171,0.9858795359023785
172,0.9858795427186372
173,0.9858795856668588
174,0.9858795878457365
175,0.9858796145573463
176,0.9858796234872641
177,0.9858796236440963
178,0.9858796283129382
179,0.9858796329230852
180,0.9858796387702291
181,0.985879642381142
182,0.98587965417821
183,0.9858796813213827
184,0.9858797100892792
185,0.9858797294855512
186,0.9858797336375594
187,0.9858797389527056
188,0.9858797456184674
189,0.9858797468897366
190,0.9858797507127481
191,0.9858797544053701
192,0.9858797648859402
193,0.985879766948963
194,0.9858797726987742
195,0.9858797760801674
196,0.9858797801452394
197,0.9858799420241312
198,0.9858832603718677
199,0.9858832633591269
200,0.9858832703631544
201,0.9858832819948421
202,0.9858832814316667
203,0.9858832910303559
204,0.9858832946927366
205,0.985883305463852
206,0.9858833062414063
207,0.9858833081003642
208,0.9858833314329826
209,0.9858833346107796
210,0.9858833436352632
211,0.9858877599432373
212,0.9858877602966108
213,0.9858877874453988
214,0.985887789599189
215,0.985887794293356
216,0.985887795739998
217,0.9858878287737126
218,0.9858878358180289
219,0.9858878422767238
220,0.9858878518888938
221,0.9858878560235961
222,0.9858878624841724
223,0.9858878784090591
224,0.9858878845224797
225,0.9858878878381525
226,0.9858878939503457
227,0.9858878943779491
228,0.9858878949483684
229,0.9858879032306519
230,0.9858879130288764
231,0.9858881674857207
232,0.9858881709550367
233,0.9858881714087491
234,0.985888176669244
235,0.9858881784595538
236,0.985888782124979
237,0.9858887864363792
238,0.9858887930799936
239,0.9858887987327445
240,0.9858887993254732
241,0.9858888008841763
242,0.9858888035670541
243,0.9858888844749273
244,0.9858888905922776
245,0.9858889232545979
246,0.9858889277802254
247,0.9858889296030219
248,0.9858889368559615
249,0.9858889356764549
250,0.9858889356782171
251,0.9858889406978657
252,0.9858889462230254
253,0.9858889487369799
254,0.9858889503522301
255,0.9858889524923279
256,0.9858889570045664
257,0.9858889606907438
258,0.9858889645916203
259,0.9858889708385876
260,0.9858890105537216
261,0.9858890099054761
262,0.9858890193553058
263,0.9858890219708191
264,0.9858890275662849
265,0.9858890276104607
266,0.9858890326575038
267,0.9858890338974765
268,0.9858890356312826
269,0.9858890441475638
270,0.9858890450550299
271,0.985889049193677
272,0.9858890497179298
273,0.9858890500055625
274,0.9858890520218022
275,0.9858892019178586
276,0.9858892012114927
277,0.9858892012583953
278,0.9858892016067452
279,0.98588920522661
280,0.9858892086737582
281,0.9858892107206918
282,0.9858892121625281
283,0.9858892164638603
284,0.985918259484478
285,0.9859182592058301
286,0.9859182634425815
287,0.9859182635441135
288,0.9859182649291048
289,0.9859182723684276
290,0.9859182790622436
291,0.985918283276123
292,0.9859182818228421
