IC,LF
0.00539128966038872,303.27891168567993
24.97342383797902,122.37515598621764
5.541638551438725,214.37999999999988
7.026680298377369,208.89978209956718
2.83473769019646,214.48581266033472
12.78183059751956,177.6940913734202
10.667284305952254,189.13084149280365
19.829308194592457,145.621119872929
15.414645758859812,165.3587876595076
20.870229848020728,145.1115678420557
14.462738201504633,166.54482141166727
13.199628689568309,174.52742735239426
7.658065642976904,208.74487974439026
12.147645330383222,178.10702990244664
17.58952887735598,155.66016071667798
8.652752308624425,195.22999999999988
0.03825617139988936,288.93403467433757
9.315916353149417,195.16366358250508
10.811149916887349,185.8000034814334
0.021843607389155344,295.7616168436757
23.719346067966594,127.63609864998901
10.073114298149179,189.8864653112903
23.06470312054234,133.85515598621765
0.7368345960025945,238.30039262943626
0.022648130598259306,292.15982242153467
13.440099851200403,171.80394577794738
0.19265004347308035,260.8967350359622
22.61002796664637,133.95008245235
16.655717053389772,158.64329636343587
14.060702579808183,170.3374011763489
2.1595874368953076,225.97298045361106
9.739881307866062,193.94999999999987
13.735811432924583,171.07829684552428
13.315707120622784,174.24094202891388
0.014362811452189064,297.72135636039553
18.9690397666704,147.3043244737321
2.664207363029242,217.78705923286947
9.83194711389242,191.50602728635903
18.780574813369753,148.26239378477584
8.11163513375481,200.41567977765934
23.206210447767052,130.58757350728536
1.047013963697639,237.97999999999993
23.567401596843837,129.17181485735338
1.790565288853954,226.4999999999999
23.520377043871473,130.3547311160302
0.7024801679689977,240.34716054001552
0.1320002931703277,263.36363237263294
0.0385562837765725,285.318679646783
17.2989253467901,157.23051896416013
0.0690732547298717,275.08986070846106
8.432321516017023,197.14410658456686
16.928046141113477,157.48721271141102
11.626292633254662,180.13009911367243
17.414484356330764,157.18970802430226
24.624523309877674,123.5383013569353
16.366341417382806,158.78903128256275
15.99587726230193,162.03680299371754
17.796840350322853,154.1839431328915
0.014018912067659286,300.1505919441904
9.548410438563359,193.94999999999993
14.155399226453778,169.5211811978978
0.5759077122576167,242.2868704270511
8.207478226715704,198.38308547181902
0.023796805545551355,290.93885134115374
19.419687620834146,146.0730152572106
0.2697789135598477,253.59639821416653
14.393060880928031,168.1415096639896
0.20859459156591897,259.14368959649914
20.94334873300759,145.06910709240174
21.685106622709867,138.37853476746062
11.837784550908834,179.44195687054034
0.008714739179216072,301.22435558956465
17.91728536135746,152.7121108935737
16.213501076377284,160.8067757528593
0.06320856488034787,276.6922110776168
21.738283789478142,137.16127382212062
16.83940714316534,157.6179884432974
21.18606449596298,141.73257064181809
16.315712333734673,159.8009099295237
19.148975275924712,146.67347340880085
1.546123779718497,227.00513584731596
21.858856259815035,136.49559243377746
14.262081752928582,168.3581838709959
9.928304950838914,191.0915395386698
0.08013038651275492,273.0754913396178
2.768355938163441,215.66011888878154
2.6468739989398657,219.00631956889163
8.07776047135107,201.63820623879005
11.211604540330912,183.29517196297678
0.21927902189368859,256.2303280527743
0.24253066921050523,254.9942740220543
1.413059387934375,227.7450626255104
0.21632317568203913,257.81365080034607
24.00503910110137,126.97631971020628
24.832226192987598,123.4237002389716
1.3632889289333554,228.6732243095766
0.04496774432669377,283.07356888291497
2.324577972099255,225.82687902900756
0.3247251129670968,252.30458718346947
21.02587040907799,142.99743809363264
9.397802380213648,194.94089910241317
24.468990891201287,124.46155704911621
13.56673974807644,171.23684804987886
8.253170800981513,198.08707157786154
0.4227657331272053,249.44244255553326
18.55184459243504,149.23724117551797
2.5637374818441194,220.70815847467802
0.6626215882796238,241.6751569649897
11.076158141269453,183.8462342840149
16.122128267517464,161.56125886052868
11.530294656613526,180.92125046467925
2.3901143741077253,224.71084998452096
1.3426155025243753,230.17209416066692
7.862413033758624,204.93989876818063
18.417201320685564,150.37502757252668
2.5316651588973604,222.7562478644444
15.797331204924221,162.79890641660216
18.11314079518698,151.90580075245592
0.5268545501091271,244.09199079075347
18.1956606223216,150.84808360667776
8.518729049604392,196.28749052561292
7.9410783062040835,203.86661401056637
18.58724478890828,148.74721842748343
23.09420225199633,132.25871509934726
12.041909889116026,178.3625403865164
0.08648336690224798,272.13995034021065
0.05434332887944217,279.90386093906534
7.810580842350204,206.70999999999995
10.937815896077364,184.14492888761464
24.099667950938148,125.65937021038388
22.484751996281492,134.25218652407534
10.875478408791437,184.98267620828562
19.279093712716993,146.42751233056157
11.887986149023183,178.8316822240027
0.11323282000246968,266.6227785688145
0.42898342830528824,248.38564061534782
2.396757198953692,223.57079972412652
0.46365378688036424,245.42534124313747
23.1015946290129,131.50733757051862
15.578583100904325,164.18649230881292
1.2649965390811402,232.4954237328109
21.514067059684184,138.76704967112968
0.12354891888711918,264.2965138316689
22.37718109966841,134.84117603264832
15.687693742893863,163.96590233129476
21.04697706551691,142.90631714498915
0.11534836148108045,265.7085596249856
11.280124057478751,182.27537277525641
1.1695689881812328,237.27253873162385
15.462160141051823,164.81269582694682
21.24562024124228,141.21674071235037
0.38444408103000743,250.926575695602
0.05363939127217573,281.25795733585494
19.681075190815154,146.00978847462196
1.2007680896453383,236.69965638476106
2.580097460343727,220.24883401556448
0.040026979875800416,285.07460642098846
11.455389287274103,181.69265332753673
1.7078453206045119,226.75878464689748
10.04578665201575,189.9605438900763
1.2587239903627627,233.856215294046
0.09717208359346302,270.1810914240297
21.465204190745702,139.25156718926945
8.07025281523692,203.17044403116347
22.04215611489188,136.24761230508267
22.262689260288134,135.10136241089418
21.286632681442377,140.10586054957207
21.379847117661,140.02510278586254
7.834411997167216,205.86333167771275
22.20179873829379,135.7445196408442
14.462575483597162,166.54605005618112
18.352765118972396,150.54818854271178
24.962801856198052,123.03596462984787
0.10802026480061275,268.4414234033669
0.09216231983042619,270.5608577161149
0.06110426885601215,278.18886603952376
8.533699493292602,195.2299999999999
0.4308930481533024,246.9751005743066
24.02986462013297,126.92654665436062
15.77150746819667,163.12819777334727
0.05050865288146937,282.21644885785696
0.10821507334800934,268.1980188011511
11.364171308461371,182.00152153081387
24.290684492299356,125.37341695165354
1.3212148916320385,231.13804154903943
0.37487011620122,251.43788724458415
2.504854035125459,223.03382641879324
0.5006296742478458,244.40434121176028
0.4406354927240719,246.45758376770084
1.2076600579837569,235.24087887549524
1.2885526099004858,231.60495799218688
0.05948570680710497,278.69971732883414
24.1838836084915,125.45664311939527
22.090480388502712,135.99843548302462
18.142709184304138,151.67598033786953
7.747481925088363,207.82603701019573
8.010146587111844,203.36881182608175
7.739425082815819,207.83673536840504
1.2447308885442676,234.5981789876605
2.7985782043442047,215.03891404862594
