iter,HV
0,0.9663339493498454
1,0.9676088692823845
2,0.9686015759588428
3,0.9690603162412178
4,0.9694886178655634
5,0.970491929942477
6,0.970520383738693
7,0.9725765010002484
8,0.9734152062490519
9,0.975729906654154
10,0.975732173238758
11,0.9760265809353689
12,0.9777249803446258
13,0.9777707242554738
14,0.977779024521579
15,0.9778636445727822
16,0.9788170888625589
17,0.9788585618537516
18,0.9789113174635901
19,0.9789162124600359
20,0.9791038171685593
21,0.9791794754455594
22,0.9792046711146518
23,0.9800259547053677
24,0.9801842481638847
25,0.9802231196815618
26,0.9808486024615235
27,0.9808850904209645
28,0.9809367047691158
29,0.9810956094997396
30,0.9810971951724604
31,0.9817244954029493
32,0.9817251091937024
33,0.981725232278906
34,0.9817254668626101
35,0.9817265419777511
36,0.9817266243280097
37,0.9817270213774828
38,0.9817483675664659
39,0.9817489774228035
40,0.9817497673697275
41,0.9817499436439311
42,0.9829066600887298
43,0.9829071191352188
44,0.982916056869655
45,0.9829167843074574
46,0.9829169846643029
47,0.9829171276749288
48,0.9829175481603537
49,0.982917735316756
50,0.9829185714080836
51,0.9829188616332984
52,0.9829190113291038
53,0.9834802112950689
54,0.9834803264433231
55,0.9834806488700402
56,0.9834808301212906
57,0.9834808302372865
58,0.9834809186460195
59,0.9834813884387644
60,0.9834889753953371
61,0.9834890790209276
62,0.9834890931010324
63,0.984130040847395
64,0.9841304503806714
65,0.984130477550136
66,0.9841305608166481
67,0.9841305843162056
68,0.9841308155193614
69,0.9841308665569704
70,0.9841309550577978
71,0.9841310573282837
72,0.9841310663323605
73,0.9841310771208536
74,0.9841316002460373
75,0.9841317724413962
76,0.9841318862863722
77,0.9841374613733636
78,0.9841375243315376
79,0.9841378118907681
80,0.9841379181724867
81,0.984929386499794
82,0.9849294504288335
83,0.9849296853011967
84,0.9849296892881871
85,0.9849299053421761
86,0.9849300679709885
87,0.9849301298915262
88,0.9849303499197088
89,0.9849304046047942
90,0.9849304907482233
91,0.9849358666544141
92,0.9849359016281992
93,0.9849359968777798
94,0.9849361616964403
95,0.9849361726118113
96,0.9849364918460882
97,0.9849365314647804
98,0.9849365481650895
99,0.9849365936769517
100,0.9849391845655519
101,0.9849393217178473
102,0.9849393366947301
103,0.984939352880232
104,0.9849393781528442
105,0.9849394034825497
106,0.9851690095410124
107,0.985247516427075
108,0.9852475541559019
109,0.9852478023888818
110,0.9852478260630871
111,0.9852479815647525
112,0.9852480183356583
113,0.9852480493756075
114,0.9852480504720187
115,0.9852480583033645
116,0.9852480747731078
117,0.9852480973891697
118,0.9852509780661006
119,0.9852509764179722
120,0.9852510306773963
121,0.9852546406381086
122,0.985254648176553
123,0.9852565518515188
124,0.9852565935633
125,0.985256651718247
126,0.9852566791057765
127,0.9852567128271796
128,0.985261003933939
129,0.985261033822811
130,0.985261491221751
131,0.9852615094929564
132,0.9852618086576024
133,0.9852618092368141
134,0.9852618192452789
135,0.9856832864598217
136,0.985683294724047
137,0.9856832944202283
138,0.9856832974587096
139,0.9856833255696615
140,0.9856833843868025
141,0.9856834382548045
142,0.985683452209762
143,0.9856834582579678
144,0.9856834633302279
145,0.985683495819833
146,0.9856835052377435
147,0.9859508894006944
148,0.9859508812845252
149,0.98595089676618
150,0.985950900671205
151,0.9859509734447477
152,0.9859509957522912
153,0.9862045220361718
154,0.9862435692437201
155,0.986243594303599
156,0.9862435984649282
157,0.9864734668960506
158,0.9864735080887291
159,0.9864735352584988
160,0.9865537194637347
161,0.9865537834154755
162,0.9865538034851533
163,0.9865538058665927
164,0.9865538005684702
165,0.986553808893024
166,0.9865538153182801
167,0.9865538586713373
168,0.9865538707043191
169,0.9865538790301256
170,0.9865536329510968
171,0.9865536506948408
172,0.9865536483844146
173,0.9865536546992085
174,0.986554412056211
175,0.9865544355274344
176,0.986554449856204
177,0.9865544922913169
178,0.9865545058943072
179,0.9865890572395782
180,0.9865890647837188
181,0.9865912269986132
182,0.9865912518683405
183,0.9865912652740152
184,0.9865913129687819
185,0.9865913264182837
186,0.986591401253519
187,0.9865913888358574
188,0.9865913892293943
189,0.9865914254305761
190,0.9865914257858437
191,0.9865914255082063
192,0.986591429708975
193,0.9865915855038088
194,0.9865915809071578
195,0.9865916167959915
196,0.9865916174583692
197,0.9867047941588044
198,0.986704780097857
199,0.9867047753268582
200,0.9867047902850391
201,0.9867049186344196
202,0.9867049856529252
203,0.9867047639519545
204,0.9867047895246296
205,0.986704791820562
206,0.9867047930826504
207,0.9868721404688331
208,0.9868721355629946
209,0.98687214058272
210,0.9868721458672411
211,0.9868720876892059
212,0.9868721053244057
213,0.9868720978334692
214,0.9868721011015003
215,0.9868721008156129
216,0.9868721392460749
217,0.9868721540848372
218,0.986872131773384
219,0.9868722306283323
220,0.9868722461655787
221,0.9868722216260579
222,0.9868722890642992
223,0.9868721871583888
224,0.9868721981426268
225,0.9868722216935943
226,0.9868722222529442
227,0.9868722408383112
228,0.9868722420559559
229,0.9868722422200034
230,0.9868722738285378
231,0.9868722769655962
232,0.9868741523357728
233,0.9868742885397054
234,0.9868743194599854
235,0.9868743218607675
236,0.9868743253501645
237,0.9868744254717142
238,0.9868742565881085
239,0.9868742622135629
240,0.9868742897691221
241,0.9868743003753289
242,0.9868742995366249
243,0.9868743006844347
244,0.9868743182017959
245,0.9868743361732558
246,0.986874337722555
247,0.9868743647873162
248,0.9868743714230426
249,0.9868743644926707
250,0.9868756171832238
251,0.986875608336018
252,0.9868766560879636
253,0.9868766732542802
254,0.9868766709564879
255,0.9868766720410536
256,0.9868766720762451
257,0.9868766839032385
258,0.9869091744979507
259,0.9869091904685711
260,0.9869092053573815
261,0.9869114487764806
262,0.9869114395423341
263,0.9869114245188104
264,0.9869114299722888
265,0.9869114365301886
266,0.9869114380353319
267,0.9869114528452892
268,0.9869114619889878
269,0.9869116246459545
270,0.9869116698101437
271,0.9869117440049195
272,0.9869117361040871
273,0.9869117491749062
274,0.9869117113634355
